Theodore Roosevelt	Republican
Alton B. Parker	Democratic
Eugene V. Debs	Socialist
Silas Swallow	Prohibition
Thomas Watson	Populist
Charles Corregan	Socialist Labor
Margin
State total
Alabama	11	22,472	20.66	-	79,797	73.35	11	853	0.78	-	612	0.56	-	5,051	4.64	-	-	-	-	-57,325	-52.70	108,785	AL
Arkansas	9	46,860	40.25	-	64,434	55.35	9	1,816	1.56	-	993	0.85	-	2,318	1.99	-	-	-	-	-17,574	-15.10	116,421	AR
California	10	205,226	61.84	10	89,404	26.94	-	29,535	8.90	-	7,380	2.22	-	2	0.00	-	-	-	-	115,822	34.90	331,878	CA
Colorado	5	134,661	55.26	5	100,105	41.08	-	4,304	1.77	-	3,438	1.41	-	824	0.34	-	335	0.14	-	34,556	14.18	243,667	CO
Connecticut	7	111,089	58.12	7	72,909	38.15	-	4,543	2.38	-	1,506	0.79	-	495	0.26	-	575	0.30	-	38,180	19.98	191,128	CT
Delaware	3	23,705	54.05	3	19,347	44.11	-	146	0.33	-	607	1.38	-	51	0.12	-	-	-	-	4,358	9.94	43,856	DE
Florida	5	8,314	21.48	-	26,449	68.33	5	2,337	6.04	-	-	-	-	1,605	4.15	-	-	-	-	-18,135	-46.85	38,705	FL
Georgia	13	24,004	18.33	-	83,466	63.72	13	196	0.15	-	685	0.52	-	22,635	17.28	-	-	-	-	-59,462	-45.40	130,986	GA
Idaho	3	47,783	65.84	3	18,480	25.46	-	4,949	6.82	-	1,013	1.40	-	353	0.49	-	-	-	-	29,303	40.37	72,578	ID
Illinois	27	632,645	58.77	27	327,606	30.43	-	69,225	6.43	-	34,770	3.23	-	6,725	0.62	-	4,698	0.44	-	305,039	28.34	1,076,499	IL
Indiana	15	368,289	53.99	15	274,345	40.22	-	12,013	1.76	-	23,496	3.44	-	2,444	0.36	-	1,598	0.23	-	93,944	13.77	682,185	IN
Iowa	13	308,158	63.39	13	149,276	30.71	-	14,849	3.05	-	11,603	2.39	-	2,207	0.45	-	-	-	-	158,882	32.69	486,093	IA
Kansas	10	212,955	64.81	10	86,174	26.23	-	15,869	4.83	-	7,306	2.22	-	6,257	1.90	-	-	-	-	126,781	38.59	328,561	KS
Kentucky	13	205,457	47.13	-	217,170	49.82	13	3,599	0.83	-	6,603	1.51	-	2,521	0.58	-	596	0.14	-	-11,713	-2.69	435,946	KY
Louisiana	9	5,205	9.66	-	47,708	88.50	9	995	1.85	-	-	-	-	-	-	-	-	-	-	-42,503	-78.84	53,908	LA
Maine	6	65,432	67.44	6	27,642	28.49	-	2,102	2.17	-	1,510	1.56	-	337	0.35	-	-	-	-	37,790	38.95	97,023	ME
Maryland	8	109,497	48.83	1	109,446	48.81	7	2,247	1.00	-	3,034	1.35	-	1	0.00	-	-	-	-	51	0.02	224,229	MD
