Harry S. Truman	Democratic
Thomas E. Dewey	Republican
J. Strom Thurmond	Dixiecrat
Henry Wallace	Progressive
Norman Thomas	Socialist
Other	Others
Margin
State Total
Alabama	11	-	-	-	40,930	19.04	-	171,443	79.75	11	1,522	0.71	-	-	-	-	1,085	0.50	-	-130,513	-60.71	214,980	AL
Arizona	4	95,251	53.79	4	77,597	43.82	-	-	-	-	3,310	1.87	-	-	-	-	907	0.51	-	17,654	9.97	177,065	AZ
Arkansas	9	149,659	61.72	9	50,959	21.02	-	40,068	16.52	-	751	0.31	-	1,037	0.43	-	1	0.00	-	98,700	40.71	242,475	AR
California	25	1,913,134	47.57	25	1,895,269	47.13	-	1,228	0.03	-	190,381	4.73	-	3,459	0.09	-	18,067	0.45	-	17,865	0.44	4,021,538	CA
Colorado	6	267,288	51.88	6	239,714	46.52	-	-	-	-	6,115	1.19	-	1,678	0.33	-	442	0.09	-	27,574	5.35	515,237	CO
Connecticut	8	423,297	47.91	-	437,754	49.55	8	-	-	-	13,713	1.55	-	6,964	0.79	-	1,790	0.20	-	-14,457	-1.64	883,518	CT
Delaware	3	67,813	48.76	-	69,588	50.04	3	-	-	-	1,050	0.75	-	250	0.18	-	372	0.27	-	-1,775	-1.28	139,073	DE
Florida	8	281,988	48.82	8	194,280	33.63	-	89,755	15.54	-	11,620	2.01	-	-	-	-	-	-	-	87,708	15.18	577,643	FL
Georgia	12	254,646	60.81	12	76,691	18.31	-	85,055	20.31	-	1,636	0.39	-	3	0.00	-	733	0.18	-	169,591	40.50	418,764	GA
Idaho	4	107,370	49.98	4	101,514	47.26	-	-	-	-	4,972	2.31	-	332	0.15	-	628	0.29	-	5,856	2.73	214,816	ID
Illinois	28	1,994,715	50.07	28	1,961,103	49.22	-	-	-	-	-	-	-	11,522	0.29	-	16,706	0.42	-	33,612	0.84	3,984,046	IL
Indiana	13	807,833	48.78	-	821,079	49.58	13	-	-	-	9,649	0.58	-	2,179	0.13	-	15,474	0.93	-	-13,246	-0.80	1,656,214	IN
Iowa	10	522,380	50.31	10	494,018	47.58	-	-	-	-	12,125	1.17	-	1,829	0.18	-	7,912	0.76	-	28,362	2.73	1,038,264	IA
Kansas	8	351,902	44.61	-	423,039	53.63	8	-	-	-	4,603	0.58	-	2,807	0.36	-	6,468	0.82	-	-71,137	-9.02	788,819	KS
Kentucky	11	466,756	56.74	11	341,210	41.48	-	10,411	1.27	-	1,567	0.19	-	1,284	0.16	-	1,430	0.17	-	125,546	15.26	822,658	KY
Louisiana	10	136,344	32.75	-	72,657	17.45	-	204,290	49.07	10	3,035	0.73	-	-	-	-	10	0.00	-	-67,946	-16.32	416,336	LA
Maine	5	111,916	42.27	-	150,234	56.74	5	-	-	-	1,884	0.71	-	547	0.21	-	206	0.08	-	-38,318	-14.47	264,787	ME
Maryland	8	286,521	48.01	-	294,814	49.40	8	2,476	0.41	-	9,983	1.67	-	2,941	0.49	-	-	-	-	-8,293	-1.39	596,735	MD
Massachusetts	16	1,151,788	54.66	16	909,370	43.16	-	-	-	-	38,157	1.81	-	-	-	-	7,831	0.37	-	242,418	11.50	2,107,146	MA
Michigan	19	1,003,448	47.57	-	1,038,595	49.23	19	-	-	-	46,515	2.20	-	6,063	0.29	-	14,988	0.71	-	-35,147	-1.67	2,109,609	MI
Minnesota	11	692,966	57.16	11	483,617	39.89	-	-	-	-	27,866	2.30	-	4,646	0.38	-	3,131	0.26	-	209,349	17.27	1,212,226	MN
Mississippi	9	19,384	10.09	-	5,043	2.62	-	167,538	87.17	9	225	0.12	-	-	-	-	-	-	-	-148,154	-77.09	192,190	MS
Missouri	15	917,315	58.11	15	655,039	41.49	-	42	0.00	-	3,998	0.25	-	2,222	0.14	-	12	0.00	-	262,276	16.61	1,578,628	MO
Montana	4	119,071	53.09	4	96,770	43.15	-	-	-	-	7,313	3.26	-	695	0.31	-	429	0.19	-	22,301	9.94	224,278	MT
Nebraska	6	224,165	45.85	-	264,774	54.15	6	-	-	-	-	-	-	-	-	-	1	0.00	-	-40,609	-8.31	488,940	NE
Nevada	3	31,291	50.37	3	29,357	47.26	-	-	-	-	1,469	2.36	-	-	-	-	-	-	-	1,934	3.11	62,117	NV
New Hampshire	4	107,995	46.66	-	121,299	52.41	4	7	0.00	-	1,970	0.85	-	86	0.04	-	83	0.04	-	-13,304	-5.75	231,440	NH
New Jersey	16	895,455	45.93	-	981,124	50.33	16	-	-	-	42,683	2.19	-	10,521	0.54	-	19,772	1.01	-	-85,669	-4.39	1,949,555	NJ
New Mexico	4	105,464	56.38	4	80,303	42.93	-	-	-	-	1,037	0.55	-	83	0.04	-	176	0.09	-	25,161	13.45	187,063	NM
New York	47	2,780,204	45.01	-	2,841,163	45.99	47	-	-	-	509,559	8.25	-	40,879	0.66	-	5,532	0.09	-	-60,959	-0.98	6,177,337	NY
