Woodrow Wilson	Democratic
Charles Evans Hughes	Republican
Allan Benson	Socialist
James Hanly	Prohibition
No Candidate	Progressive
Arthur Reimer	Socialist Labor
Margin
State Total
Alabama	12	99,409	76.04	12	28,662	21.92	-	1,916	1.47	-	741	0.57	-	-	-	-	-	-	-	70,747	54.12	130,728	AL
Arizona	3	33,170	57.17	3	20,524	35.37	-	3,174	5.47	-	1,153	1.99	-	-	-	-	-	-	-	12,646	21.80	58,021	AZ
Arkansas	9	112,211	65.97	9	48,879	28.73	-	6,999	4.11	-	2,015	1.18	-	-	-	-	-	-	-	63,332	37.23	170,104	AR
California	13	466,289	46.65	13	462,516	46.27	-	42,898	4.29	-	27,713	2.77	-	-	-	-	-	-	-	3,773	0.38	999,603	CA
Colorado	6	178,816	60.74	6	102,308	34.75	-	10,049	3.41	-	2,793	0.95	-	409	0.14	-	-	-	-	76,508	25.99	294,375	CO
Connecticut	7	99,786	46.66	-	106,514	49.80	7	5,179	2.42	-	1,789	0.84	-	-	-	-	606	0.28	-	-6,728	-3.15	213,874	CT
Delaware	3	24,753	47.78	-	26,011	50.20	3	480	0.93	-	566	1.09	-	-	-	-	-	-	-	-1,258	-2.43	51,810	DE
Florida	6	55,984	69.34	6	14,611	18.10	-	5,353	6.63	-	4,786	5.93	-	-	-	-	-	-	-	41,373	51.25	80,734	FL
Georgia	14	127,754	79.51	14	11,294	7.03	-	941	0.59	-	-	-	-	20,692	12.88	-	-	-	-	107,062	66.63	160,681	GA
Idaho	4	70,054	52.04	4	55,368	41.13	-	8,066	5.99	-	1,127	0.84	-	-	-	-	-	-	-	14,686	10.91	134,615	ID
Illinois	29	950,229	43.34	-	1,152,549	52.56	29	61,394	2.80	-	26,047	1.19	-	-	-	-	2,488	0.11	-	-202,320	-9.23	2,192,707	IL
Indiana	15	334,063	46.47	-	341,005	47.44	15	21,855	3.04	-	16,368	2.28	-	3,898	0.54	-	1,659	0.23	-	-6,942	-0.97	718,848	IN
Iowa	13	218,699	42.55	-	280,439	54.57	13	10,973	2.14	-	3,371	0.66	-	-	-	-	460	0.09	-	-61,740	-12.01	513,942	IA
Kansas	10	314,588	49.95	10	277,658	44.09	-	24,685	3.92	-	12,882	2.05	-	-	-	-	-	-	-	36,930	5.86	629,813	KS
Kentucky	13	269,990	51.91	13	241,854	46.50	-	4,734	0.91	-	3,039	0.58	-	129	0.02	-	332	0.06	-	28,136	5.41	520,078	KY
Louisiana	10	79,875	85.90	10	6,466	6.95	-	292	0.31	-	-	-	-	6,349	6.83	-	-	-	-	73,409	78.95	92,982	LA
Maine	6	64,033	46.97	-	69,508	50.99	6	2,177	1.60	-	596	0.44	-	-	-	-	-	-	-	-5,475	-4.02	136,314	ME
Maryland	8	138,359	52.80	8	117,347	44.78	-	2,674	1.02	-	2,903	1.11	-	-	-	-	756	0.29	-	21,012	8.02	262,039	MD
Massachusetts	18	247,885	46.61	-	268,784	50.54	18	11,058	2.08	-	2,993	0.56	-	-	-	-	1,097	0.21	-	-20,899	-3.93	531,823	MA
Michigan	15	286,775	44.05	-	339,097	52.09	15	16,120	2.48	-	8,139	1.25	-	-	-	-	842	0.13	-	-52,322	-8.04	650,973	MI
Minnesota	12	179,152	46.25	-	179,544	46.35	12	20,117	5.19	-	7,793	2.01	-	290	0.07	-	468	0.12	-	-392	-0.10	387,364	MN
Mississippi	10	80,422	92.78	10	4,253	4.91	-	1,484	1.71	-	-	-	-	520	0.60	-	-	-	-	76,169	87.87	86,679	MS
Missouri	18	398,032	50.59	18	369,339	46.94	-	14,612	1.86	-	3,884	0.49	-	-	-	-	902	0.11	-	28,693	3.65	786,769	MO
Montana	4	101,063	56.88	4	66,750	37.57	-	9,564	5.38	-	-	-	-	302	0.17	-	-	-	-	34,313	19.31	177,679	MT
Nebraska	8	158,827	55.28	8	117,771	40.99	-	7,141	2.49	-	2,952	1.03	-	-	-	-	624	0.22	-	41,056	14.29	287,315	NE
Nevada	3	17,776	53.36	3	12,127	36.40	-	3,065	9.20	-	348	1.04	-	-	-	-	-	-	-	5,649	16.96	33,316	NV
New Hampshire	4	43,781	49.12	4	43,725	49.06	-	1,318	1.48	-	303	0.34	-	-	-	-	-	-	-	56	0.06	89,127	NH
New Jersey	14	211,018	42.68	-	268,982	54.40	14	10,405	2.10	-	3,182	0.64	-	-	-	-	855	0.17	-	-57,964	-11.72	494,442	NJ
New Mexico	3	33,527	50.20	3	31,152	46.64	-	1,996	2.99	-	112	0.17	-	-	-	-	-	-	-	2,375	3.56	66,787	NM
New York	45	759,426	44.51	-	879,238	51.53	45	45,944	2.69	-	19,031	1.12	-	-	-	-	2,666	0.16	-	-119,812	-7.02	1,706,305	NY
North Carolina	12	168,383	58.10	12	120,890	41.71	-	509	0.18	-	55	0.02	-	-	-	-	-	-	-	47,493	16.39	289,837	NC
North Dakota	5	55,206	47.84	5	53,471	46.34	-	5,716	4.95	-	997	0.86	-	-	-	-	-	-	-	1,735	1.50	115,390	ND
Ohio	24	604,161	51.86	24	514,753	44.18	-	38,092	3.27	-	8,080	0.69	-	-	-	-	-	-	-	89,408	7.67	1,165,086	OH
Oklahoma	10	148,113	50.59	10	97,233	33.21	-	45,527	15.55	-	1,646	0.56	-	234	0.08	-	-	-	-	50,880	17.38	292,753	OK
Oregon	5	120,087	45.90	-	126,813	48.47	5	9,711	3.71	-	4,729	1.81	-	310	0.12	-	-	-	-	-6,726	-2.57	261,650	OR
Pennsylvania	38	521,784	40.22	-	703,823	54.26	38	42,638	3.29	-	28,525	2.20	-	-	-	-	419	0.03	-	-182,039	-14.03	1,297,189	PA
Rhode Island	5	40,394	46.00	-	44,858	51.08	5	1,914	2.18	-	470	0.54	-	-	-	-	180	0.20	-	-4,464	-5.08	87,816	RI
South Carolina	9	61,846	96.71	9	1,550	2.42	-	135	0.21	-	-	-	-	162	0.25	-	-	-	-	60,296	94.28	63,952	SC
South Dakota	5	59,191	45.91	-	64,217	49.80	5	3,760	2.92	-	1,774	1.38	-	-	-	-	-	-	-	-5,026	-3.90	128,942	SD
Tennessee	12	153,280	56.31	12	116,223	42.70	-	2,542	0.93	-	145	0.05	-	-	-	-	-	-	-	37,057	13.61	272,190	TN
