Woodrow Wilson	Democratic
Theodore Roosevelt	Progressive
William H. Taft	Republican
Eugene V. Debs	Socialist
Eugene Chafin	Prohibition
Arthur Reimer	Socialist Labor
Margin
State Total
Alabama	12	82,438	69.89	12	22,680	19.23	-	9,807	8.31	-	3,029	2.57	-	-	-	-	-	-	-	59,758	50.66	117,959	AL
Arizona	3	10,324	43.52	3	6,949	29.29	-	3,021	12.74	-	3,163	13.33	-	265	1.12	-	-	-	-	3,375	14.23	23,722	AZ
Arkansas	9	68,814	55.01	9	21,644	17.30	-	25,585	20.45	-	8,153	6.52	-	908	0.73	-	-	-	-	43,229	34.55	125,104	AR
California	13	283,436	41.81	2	283,610	41.83	11	3,914	0.58	-	79,201	11.68	-	23,366	3.45	-	-	-	-	-174	-0.03	677,944	CA
Colorado	6	114,232	42.80	6	72,306	27.09	-	58,386	21.88	-	16,418	6.15	-	5,063	1.90	-	475	0.18	-	41,926	15.71	266,880	CO
Connecticut	7	74,561	39.16	7	34,129	17.92	-	68,324	35.88	-	10,056	5.28	-	2,068	1.09	-	1,260	0.66	-	6,237	3.28	190,404	CT
Delaware	3	22,631	46.48	3	8,886	18.25	-	15,998	32.85	-	556	1.14	-	623	1.28	-	-	-	-	6,633	13.62	48,694	DE
Florida	6	35,343	69.52	6	4,555	8.96	-	4,279	8.42	-	4,806	9.45	-	1,854	3.65	-	-	-	-	30,537	60.07	50,837	FL
Georgia	14	93,087	76.63	14	21,985	18.10	-	5,191	4.27	-	1,058	0.87	-	149	0.12	-	-	-	-	71,102	58.53	121,470	GA
Idaho	4	33,921	32.08	4	25,527	24.14	-	32,810	31.02	-	11,960	11.31	-	1,536	1.45	-	-	-	-	1,111	1.05	105,754	ID
Illinois	29	405,048	35.34	29	386,478	33.72	-	253,593	22.13	-	81,278	7.09	-	15,710	1.37	-	4,066	0.35	-	18,570	1.62	146,173	IL
Indiana	15	281,890	43.07	15	162,007	24.75	-	151,267	23.11	-	36,931	5.64	-	19,249	2.94	-	3,130	0.48	-	119,883	18.32	654,474	IN
Iowa	13	185,325	37.64	13	161,819	32.87	-	119,805	24.33	-	16,967	3.45	-	8,440	1.71	-	-	-	-	23,506	4.77	492,356	IA
Kansas	10	143,663	39.30	10	120,210	32.88	-	74,845	20.47	-	26,779	7.33	-	-	-	-	-	-	-	23,453	6.42	365,560	KS
Kentucky	13	219,484	48.48	13	101,766	22.48	-	115,510	25.52	-	11,646	2.57	-	3,253	0.72	-	1,055	0.23	-	103,974	22.97	452,714	KY
Louisiana	10	60,871	76.81	10	9,283	11.71	-	3,833	4.84	-	5,261	6.64	-	-	-	-	-	-	-	51,588	65.10	79,248	LA
Maine	6	51,113	39.43	6	48,495	37.41	-	26,545	20.48	-	2,541	1.96	-	946	0.73	-	-	-	-	2,618	2.02	129,640	ME
Maryland	8	112,674	48.57	8	57,789	24.91	-	54,956	23.69	-	3,996	1.72	-	2,244	0.97	-	322	0.14	-	54,885	23.66	231,981	MD
Massachusetts	18	173,408	35.53	18	142,228	29.14	-	155,948	31.95	-	12,616	2.58	-	2,754	0.56	-	1,102	0.23	-	17,460	3.58	488,057	MA
Michigan	15	150,751	27.36	-	214,584	38.95	15	152,244	27.63	-	23,211	4.21	-	8,934	1.62	-	1,252	0.23	-	-62,340	-11.31	550,976	MI
Minnesota	12	106,426	31.84	-	125,856	37.66	12	64,334	19.25	-	27,505	8.23	-	7,886	2.36	-	2,212	0.66	-	-19,430	-5.81	334,219	MN
Mississippi	10	57,324	88.90	10	3,549	5.50	-	1,560	2.42	-	2,050	3.18	-	-	-	-	-	-	-	53,775	83.39	64,483	MS
Missouri	18	330,746	47.35	18	124,375	17.80	-	207,821	29.75	-	28,466	4.07	-	5,380	0.77	-	1,778	0.25	-	122,925	17.60	698,566	MO
Montana	4	27,941	35.00	4	22,456	28.13	-	18,512	23.19	-	10,885	13.64	-	32	0.04	-	-	-	-	5,485	6.87	79,826	MT
Nebraska	8	109,008	43.69	8	72,681	29.13	-	54,226	21.74	-	10,185	4.08	-	3,383	1.36	-	-	-	-	36,327	14.56	249,483	NE
Nevada	3	7,986	39.70	3	5,620	27.94	-	3,196	15.89	-	3,313	16.47	-	-	-	-	-	-	-	2,366	11.76	20,115	NV
New Hampshire	4	34,724	39.48	4	17,794	20.23	-	32,927	37.43	-	1,981	2.25	-	535	0.61	-	-	-	-	1,797	2.04	87,961	NH
New Jersey	14	178,289	41.20	14	145,410	33.60	-	88,835	20.53	-	15,948	3.69	-	2,936	0.68	-	1,321	0.31	-	32,879	7.60	432,739	NJ
New Mexico	3	20,437	41.39	3	8,347	16.90	-	17,733	35.91	-	2,859	5.79	-	-	-	-	-	-	-	2,704	5.48	49,376	NM
New York	45	655,573	41.27	45	390,093	24.56	-	455,487	28.68	-	63,434	3.99	-	19,455	1.22	-	4,273	0.27	-	200,086	12.60	1,588,315	NY
North Carolina	12	144,407	59.24	12	69,135	28.36	-	29,129	11.95	-	987	0.40	-	118	0.05	-	-	-	-	75,272	30.88	243,776	NC
North Dakota	5	29,555	34.14	5	25,726	29.71	-	23,090	26.67	-	6,966	8.05	-	1,243	1.44	-	-	-	-	3,829	4.42	86,580	ND
Ohio	24	424,834	40.96	24	229,807	22.16	-	278,168	26.82	-	90,144	8.69	-	11,511	1.11	-	2,630	0.25	-	146,666	14.14	1,037,094	OH
Oklahoma	10	119,156	46.95	10	-	-	-	90,786	35.77	-	41,674	16.42	-	2,185	0.86	-	-	-	-	28,370	11.18	253,801	OK
Oregon	5	47,064	34.34	5	37,600	27.44	-	34,673	25.30	-	13,343	9.74	-	4,360	3.18	-	-	-	-	9,464	6.91	137,040	OR
Pennsylvania	38	395,637	32.49	-	444,894	36.53	38	273,360	22.45	-	83,614	6.87	-	19,525	1.60	-	706	0.06	-	-49,257	-4.04	1,217,736	PA
Rhode Island	5	30,412	39.04	5	16,878	21.67	-	27,703	35.56	-	2,049	2.63	-	616	0.79	-	236	0.30	-	2,709	3.48	77,894	RI
South Carolina	9	48,357	95.94	9	1,293	2.57	-	536	1.06	-	164	0.33	-	-	-	-	-	-	-	47,064	93.37	50,405	SC
South Dakota	5	48,942	42.07	-	58,811	50.56	5	-	-	-	4,662	4.01	-	3,910	3.36	-	-	-	-	-9,869	-8.48	116,325	SD
Tennessee	12	133,021	52.80	12	54,041	21.45	-	60,475	24.00	-	3,564	1.41	-	832	0.33	-	-	-	-	72,546	28.80	251,933	TN
Texas	20	221,589	72.62	20	28,853	9.46	-	26,755	8.77	-	25,743	8.44	-	1,738	0.57	-	442	0.14	-	192,736	63.17	305,120	TX
Utah	4	36,579	32.55	-	24,174	21.51	-	42,100	37.46	4	9,023	8.03	-	-	-	-	510	0.45	-	-5,521	-4.91	112,386	UT
Vermont	4	15,354	24.43	-	22,132	35.22	-	23,332	37.13	4	928	1.48	-	1,095	1.74	-	-	-	-	-1,200	-1.91	62,841	VT
Virginia	12	90,332	65.95	12	21,776	15.90	-	23,288	17.00	-	820	0.60	-	709	0.52	-	50	0.04	-	67,044	48.95	136,975	VA
Washington	7	86,840	26.90	-	113,698	35.22	7	70,445	21.82	-	40,134	12.43	-	9,810	3.04	-	1,872	0.58	-	-26,858	-8.32	322,799	WA
West Virginia	8	113,197	42.11	8	79,112	29.43	-	56,754	21.11	-	15,248	5.67	-	4,517	1.68	-	-	-	-	34,085	12.68	268,828	WV
Wisconsin	13	164,230	41.06	13	62,448	15.61	-	130,596	32.65	-	33,476	8.37	-	8,584	2.15	-	632	0.16	-	33,634	8.41	399,975	WI
Wyoming	3	15,310	36.20	3	9,232	21.83	-	14,560	34.42	-	2,760	6.53	-	434	1.03	-	-	-	-	750	1.77	42,296	WY
TOTALS:	531	6,296,284	41.84	435	4,122,721	27.40	88	3,486,242	23.17	8	901,551	5.99	-	208,156	1.38	-	29,324	0.19	-	2,173,563	14.44	15,048,834	US
